"Location","Type","Status","Circuit Trace","Cord IDs","Circuit ID","Creation Date","Created By","Contact","Contact Team","Request Number","Request Stage","Proposed","Notes"
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004137:PS1 ~ 3B60B1:Output18 - 3B60B1:Input Cord ~ PDU-1F-D06-10L1:B1 - D06:10L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:15 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B60B1:Input Cord ~ PDU-1F-D06-10L1:B1 - D06:10L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:15 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B59B1:Input Cord ~ PDU-1F-D06-9L3:B1 - D06:9L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:13 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B58R2 (PDU-1F-C06-9L2 ):Input Cord ~ PDU-1F-C06-9L2:R2 - C06:9L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 10:12 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B58B2 (PDU-1F-D06-9L2):Input Cord ~ PDU-1F-D06-9L2:B2 - D06:9L2 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:11 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B58B1 (PDU-1F-D06-9L1):Input Cord ~ PDU-1F-D06-9L1:B1 - D06:9L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:11 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003952:PS2 ~ 3B57B2 (PDU-1F-D06-4L2):Output08 - 3B57B2 (PDU-1F-D06-4L2):Input Cord ~ PDU-1F-D06-4L1:B1 - D06:4L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:08 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003740:PS2 ~ 3B57B2 (PDU-1F-D06-4L2):Output12 - 3B57B2 (PDU-1F-D06-4L2):Input Cord ~ PDU-1F-D06-4L1:B1 - D06:4L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:08 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B57B2 (PDU-1F-D06-4L2):Input Cord ~ PDU-1F-D06-4L1:B1 - D06:4L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:07 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003906:PS2 ~ 3B57B1 (PDU-1F-D06-8L2):Output11 - 3B57B1 (PDU-1F-D06-8L2):Input Cord ~ PDU-1F-D06-8L3:B1 - D06:8L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:05 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003905:PS2 ~ 3B57B1 (PDU-1F-D06-8L2):Output10 - 3B57B1 (PDU-1F-D06-8L2):Input Cord ~ PDU-1F-D06-8L3:B1 - D06:8L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:05 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003904:PS2 ~ 3B57B1 (PDU-1F-D06-8L2):Output12 - 3B57B1 (PDU-1F-D06-8L2):Input Cord ~ PDU-1F-D06-8L3:B1 - D06:8L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:04 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B57B1 (PDU-1F-D06-8L2):Input Cord ~ PDU-1F-D06-8L3:B1 - D06:8L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 10:03 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003740:PS1 ~ 3B57R2 (PDU-1F-C06-4L1):Output01 - 3B57R2 (PDU-1F-C06-4L1):Input Cord ~ PDU-1F-C06-4L1:R2 - C06:4L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 10:01 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ST003952:PS1 ~ 3B57R2 (PDU-1F-C06-4L1):Output04 - 3B57R2 (PDU-1F-C06-4L1):Input Cord ~ PDU-1F-C06-4L1:R2 - C06:4L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 10:01 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B57R2 (PDU-1F-C06-4L1):Input Cord ~ PDU-1F-C06-4L1:R2 - C06:4L1 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 10:00 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B56R2 (PDU-1F-C06-3L2):Input Cord ~ PDU-1F-C06-3L3:R2 - C06:3L3 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 9:58 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B56B1:Input Cord ~ PDU-1F-D06-8L2:B1 - D06:8L2 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:57 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B56B2 (PDU-1F-D06-3L3):Input Cord ~ PDU-1F-D06-3L3:B2 - D06:3L3 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:56 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B55B1:Input Cord ~ PDU-1F-D06-8L1:B1 - D06:8L1 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:54 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004061:PS2 ~ 3B55B2 (PDU-1F-D06-3L2):Output12 - 3B55B2 (PDU-1F-D06-3L2):Input Cord ~ PDU-1F-D06-3L2:B2 - D06:3L2 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:53 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B55B2 (PDU-1F-D06-3L2):Input Cord ~ PDU-1F-D06-3L2:B2 - D06:3L2 - D06:Panel Breaker - PDU-1F-D06:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:52 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004061:PS1 ~ 3B55R2 (PDU-1F-C06-3L2):Output01 - 3B55R2 (PDU-1F-C06-3L2):Input Cord ~ PDU-1F-C06-3L2:R2 - C06:3L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 9:51 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B55R2 (PDU-1F-C06-3L2):Input Cord ~ PDU-1F-C06-3L2:R2 - C06:3L2 - C06:Panel Breaker - PDU-1F-C06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 9:51 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","D3600 ENCLOSURES (3B54 U11- U12):PS2 ~ 3B54B1:Output24 - 3B54B1:Input Cord ~ PDU-1F-C02-11L2:B1 - C02:11L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:48 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","D3600 ENCLOSURES (3B54 U11- U12):PS1 ~ 3B54R1:Output24 - 3B54R1:Input Cord ~ PDU-1F-A04-11L2:R1 - A04:11L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/26/2018 9:48 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003986:PS1 ~ 3B54B1:Output22 - 3B54B1:Input Cord ~ PDU-1F-C02-11L2:B1 - C02:11L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:47 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003986:PS3 ~ 3B54B1:Output23 - 3B54B1:Input Cord ~ PDU-1F-C02-11L2:B1 - C02:11L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:47 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004029:PS2 ~ 3B54B1:Output26 - 3B54B1:Input Cord ~ PDU-1F-C02-11L2:B1 - C02:11L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:46 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004026:PS2 ~ 3B54B1:Output15 - 3B54B1:Input Cord ~ PDU-1F-C02-11L2:B1 - C02:11L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:46 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B54B1:Input Cord ~ PDU-1F-C02-11L2:B1 - C02:11L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:45 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N000659:PS2 ~ 3B53B1:Output27 - 3B53B1:Input Cord ~ PDU-1F-C02-11L1:B1 - C02:11L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:43 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004174:PS2 ~ 3B53B1:Output29 - 3B53B1:Input Cord ~ PDU-1F-C02-11L1:B1 - C02:11L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:43 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003924:PS2 ~ 3B53B1:Output30 - 3B53B1:Input Cord ~ PDU-1F-C02-11L1:B1 - C02:11L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:43 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004060:PS2 ~ 3B53B1:Output04 - 3B53B1:Input Cord ~ PDU-1F-C02-11L1:B1 - C02:11L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:42 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B53B1:Input Cord ~ PDU-1F-C02-11L1:B1 - C02:11L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:42 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B49B1:Input Cord ~ PDU-1F-C02-9L3:B1 - C02:9L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:39 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004058:PS2 ~ 3B50B1:Output04 - 3B50B1:Input Cord ~ PDU-1F-C02-10L1:B1 - C02:10L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:37 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B50B1:Input Cord ~ PDU-1F-C02-10L1:B1 - C02:10L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:37 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004054:PS2 ~ 3B52B1:Output04 - 3B52B1:Input Cord ~ PDU-1F-C02-10L3:B1 - C02:10L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:35 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004059:PS2 ~ 3B51B1:Output04 - 3B51B1:Input Cord ~ PDU-1F-C02-10L2:B1 - C02:10L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:35 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B51B1:Input Cord ~ PDU-1F-C02-10L2:B1 - C02:10L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:34 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B52B1:Input Cord ~ PDU-1F-C02-10L3:B1 - C02:10L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/26/2018 9:32 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B51B2:Input Cord ~ PDU-1F-C02-2L2:B2 - C02:2L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/25/2018 8:25 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B51R2:Input Cord ~ PDU-1F-A04-2L2:R2 - A04:2L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/25/2018 8:23 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B50R2:Input Cord ~ PDU-1F-A04-2L1:R2 - A04:2L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/25/2018 8:19 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B50B2:Input Cord ~ PDU-1F-C02-2L1:B2 - C02:2L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/25/2018 8:19 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B49R2:Input Cord ~ PDU-1F-A04-1L3:R2 - A04:1L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/25/2018 8:14 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B49B2:Input Cord ~ PDU-1F-C02-1L3:B2 - C02:1L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/25/2018 8:14 PM","SPGWDT","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B30B2:Input Cord ~ PDU-B9-1L2:B2 - B9:1L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","07/23/2018 9:18 PM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N001716:PS2 ~ 4B66B1:Output05 - 4B66B1:Input Cord ~ PDU-B11-11L3:R1 - B11:11L3 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","07/23/2018 10:29 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N001716:PS1 ~ 4B66R1:Output05 - 4B66R1:Input Cord ~ PDU-A11-11L3:R1 - PB1:11L3 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","07/23/2018 10:29 AM","SPGCLTW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A50R2:Input Cord ~ PDU-1F-A04-3L3:R2 - A04:3L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/20/2018 3:19 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A50B2:Input Cord ~ PDU-1F-C02-3L3:B2 - C02:3L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/20/2018 3:19 PM","SPGCFBW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N004127:PS2 ~ 4B49B1:Output04 - 4B49B1:Input Cord ~ PDU-B9-6L3:R1 - B9:6L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","07/20/2018 10:16 AM","SPGCLTW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004379:PS1 ~ 3B03R1:Output30 - 3B03R1:Input Cord ~ PDU-1F-B06-12L3:R1 - B06:12L3 - B06:Panel Breaker - PDU-1F-B06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/19/2018 7:55 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004379:PS2 ~ 3B03B1:Output30 - 3B03B1:Input Cord ~ PDU-1F-D04-12L3:B1 - D04:12L3 - D04:Panel Breaker - PDU-1F-D04:PDU Breaker - UPS BANK B:Bank Breaker","","","07/19/2018 7:54 PM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004380:PS2 ~ 3B03R1:Output28 - 3B03R1:Input Cord ~ PDU-1F-B06-12L3:R1 - B06:12L3 - B06:Panel Breaker - PDU-1F-B06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/19/2018 9:24 AM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004380:PS1 ~ 3B03B1:Output28 - 3B03B1:Input Cord ~ PDU-1F-D04-12L3:B1 - D04:12L3 - D04:Panel Breaker - PDU-1F-D04:PDU Breaker - UPS BANK B:Bank Breaker","","","07/19/2018 9:24 AM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004381:PS2 ~ 3A03R1:Output26 - 3A03R1:Input Cord ~ PDU-1F-B06-19L2:R1 - B06:19L2 - B06:Panel Breaker - PDU-1F-B06:PDU Breaker - UPS BANK A:Bank Breaker","","","07/19/2018 9:19 AM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004381:PS1 ~ 3A03B1:Output26 - 3A03B1:Input Cord ~ PDU-1F-D04-19L2:B1 - D04:19L2 - D04:Panel Breaker - PDU-1F-D04:PDU Breaker - UPS BANK B:Bank Breaker","","","07/19/2018 9:19 AM","SPGCFBW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B14 EMX0 I/O EXPANSION DRAWER 3:PS2 ~ 3B14B2:Output09 - 3B14B2:Input Cord ~ PDU-1F-D03-8L1:B2 - D03:8L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","07/17/2018 1:01 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B14 EMX0 I/O EXPANSION DRAWER 3:PS1 ~ 3B14R2:Output04 - 3B14R2:Input Cord ~ PDU-1F-B05-8L1:R2 - B05:8L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 1:01 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B14 EMX0 I/O EXPANSION DRAWER 4:PS2 ~ 3B14B1:Output09 - 3B14B1:Input Cord ~ PDU-1F-D03-4L1:B1 - D03:4L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","07/17/2018 1:00 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3B14 EMX0 I/O EXPANSION DRAWER 4:PS1 ~ 3B14R1:Output04 - 3B14R1:Input Cord ~ PDU-1F-B05-4L1:R1 - B05:4L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 1:00 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004365:PS1 ~ 3B48R1:Output25 - 3B48R1:Input Cord ~ PDU-1F-A04-9L2:R1 - A04:9L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 7:01 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004363:PS1 ~ 3B48R1:Output26 - 3B48R1:Input Cord ~ PDU-1F-A04-9L2:R1 - A04:9L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 6:59 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004364:PS2 ~ 3A48B1:Output25 - 3A48B1:Input Cord ~ PDU-1F-C02-16L1:B1 - C02:16L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/17/2018 6:57 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004364:PS1 ~ 3A48R1:Output25 - 3A48R1:Input Cord ~ PDU-1F-A04-16L1:R1 - A04:16L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 6:57 AM","SPGWDT","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","4B30R2:Input Cord ~ PDU-A9-1L2:R2 - A9:1L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 6:03 AM","SPGOTCM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A49R2:Input Cord ~ PDU-1F-A04-3L2:R2 - A04:3L2 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/17/2018 12:08 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A49B2:Input Cord ~ PDU-1F-C02-3L2:B2 - C02:3L2 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/17/2018 12:02 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A48B2:Input Cord ~ PDU-1F-C02-3L1:B2 - C02:3L1 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/16/2018 11:49 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A48R2:Input Cord ~ PDU-1F-A04-3L1:R2 - A04:3L1 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/16/2018 11:21 PM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A47B2:Input Cord ~ PDU-1F-C02-2L3:B2 - C02:2L3 - C02:Panel Breaker - PDU-1F-C02:PDU Breaker - UPS BANK B:Bank Breaker","","","07/16/2018 7:18 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A47R2:Input Cord ~ PDU-1F-A04-2L3:R2 - A04:2L3 - A04:Panel Breaker - PDU-1F-A04:PDU Breaker - UPS BANK A:Bank Breaker","","","07/16/2018 4:14 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004041:PS2 ~ 3A31B1 (PDU-1F-D03-3L3):Output12 - 3A31B1 (PDU-1F-D03-3L3):Input Cord ~ PDU-1F-D03-3L3:B1 - D03:3L3 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","07/15/2018 5:53 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004041:PS1 ~ 3A31R1 (PDU-1F-B05-3L3):Output01 - 3A31R1 (PDU-1F-B05-3L3):Input Cord ~ PDU-1F-B05-3L3:R1 - B05:3L3 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","07/15/2018 5:52 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A31B1 (PDU-1F-D03-3L3):Input Cord ~ PDU-1F-D03-3L3:B1 - D03:3L3 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","07/15/2018 5:49 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A31R1 (PDU-1F-B05-3L3):Input Cord ~ PDU-1F-B05-3L3:R1 - B05:3L3 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","07/15/2018 5:42 PM","SPGKKM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003710:PS2 ~ 3A30B1 (PDU-1F-D03-3L1):Output12 - 3A30B1 (PDU-1F-D03-3L1):Input Cord ~ PDU-1F-D03-3L1:B1 - D03:3L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","07/15/2018 3:16 PM","SPGHHT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003710:PS1 ~ 3A30R1 (PDU-1F-B05-3L1):Output01 - 3A30R1 (PDU-1F-B05-3L1):Input Cord ~ PDU-1F-B05-3L1:R1 - B05:3L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","07/15/2018 3:15 PM","SPGHHT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A30B1 (PDU-1F-D03-3L1):Input Cord ~ PDU-1F-D03-3L1:B1 - D03:3L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","07/15/2018 3:12 PM","SPGHHT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A30R1 (PDU-1F-B05-3L1):Input Cord ~ PDU-1F-B05-3L1:R1 - B05:3L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","07/15/2018 2:30 PM","SPGHHT","","","","","",""
